date,description,category,amount
2023-08-12,Ground that open.,Billbox,1291.34
2023-11-28,With minute answer.,Transportation,188.99
2022-06-17,Memory especially ahead positive maybe theory.,Billbox,1918.81
2022-08-15,Discover offer fund list.,Subscriptions,537.43
2023-04-17,Girl sit quality ask.,Personal Care,2752.15
2023-05-03,Person debate state measure such several.,Other,113.03
2023-02-06,Operation involve available think practice.,Utilities,420.19
2023-09-03,During yet start process.,Billbox,1896.62
2023-11-21,Interview five building.,Transportation,2013.97
2023-12-09,Past eye very big she sell.,Food,4331.35
2023-08-19,Morning Republican he image.,Personal Care,1047.47
2024-04-11,Into student father.,Shopping,2640.65
2024-05-02,Bad method after throughout remember southern item.,Transportation,4257.78
2023-01-12,Raise agree gun.,Personal Care,741.12
2022-08-20,Despite use break rest human.,Other,4778.11
2023-10-02,Protect television kind detail.,Billbox,3613.74
2022-08-06,Million writer card all.,Transportation,2590.26
2022-07-24,Everybody yes work.,Shopping,4785.5
2024-01-31,General else whatever.,Other,2193.49
2022-10-23,Again nation have none.,Utilities,4380.45
2023-08-04,Wife record follow kind around.,Billbox,1854.06
2023-09-21,Say school drop open.,Subscriptions,2781.78
2023-12-17,Move little very interesting stage.,Other,3235.96
2023-01-27,Alone answer record beat unit choice.,Food,3477.28
2022-06-05,Score audience turn drug road.,Other,3010.6
2023-08-20,Continue statement rise.,Shopping,1420.06
2024-05-03,Partner international culture include message service.,Subscriptions,2988.52
2022-09-16,Message whatever course term easy such.,Food,3552.41
2023-06-16,Practice friend check parent kid water.,Shopping,3476.41
2023-11-07,Fight fine eat candidate serve.,Transportation,4770.46
2023-07-07,Low large but.,Entertainment,4895.18
2023-03-01,Four catch four.,Utilities,3436.98
2023-03-20,Reflect present out director.,Billbox,23.69
2023-05-02,Whom recently street past.,Other,3364.12
2023-10-19,Page relate want news college.,Utilities,2775.11
2023-02-05,Religious summer my somebody can.,Personal Care,1748.03
2023-07-16,Understand across event fight agent realize.,Food,3764.28
2022-05-13,Indicate eye magazine from resource election.,Entertainment,4921.89
2024-02-26,Cause could author keep food quickly.,Personal Care,3840.08
2023-01-10,Fine whatever hard.,Food,3225.01
2023-12-02,End to all rest record.,Other,4557.59
2023-12-31,Lead office difference.,Shopping,3057.84
2023-03-21,Either may which need.,Transportation,1413.15
2022-08-09,Me yes institution within officer wrong.,Entertainment,1930.89
2023-09-14,Life training condition.,Other,4458.21
2022-10-29,Especially fish college.,Billbox,1997.84
2023-10-30,Outside ready success every teacher.,Other,3316.91
2024-01-12,Red business know step.,Transportation,4478.25
2022-06-27,Likely shake research.,Transportation,1006.56
2024-01-15,Key picture majority tree before.,Subscriptions,3448.32
2024-01-10,Four put person set.,Shopping,340.28
2024-04-08,Alone matter particularly these house father.,Billbox,4837.11
2023-09-06,Exist down book describe.,Other,3318.94
2023-09-04,Seek our attack.,Personal Care,2739.47
2023-11-03,Cost under method response.,Subscriptions,4742.04
2024-01-03,Everybody as manager teach cover road.,Utilities,2434.3
2023-11-19,Feeling couple challenge think local.,Personal Care,2885.41
2023-05-05,Box improve particular collection letter entire.,Entertainment,2066.43
2024-03-09,Capital pattern create nation exist authority.,Shopping,2055.62
2023-09-10,Son seven stand out wind message.,Transportation,2547.2
2022-05-26,Newspaper physical person sense draw or.,Other,3607.16
2023-06-13,Use down care detail improve hold.,Shopping,2846.97
2023-11-12,Involve television remain board accept.,Utilities,4305.34
2023-06-18,Whose certain its cold week fight.,Shopping,291.13
2023-09-28,Allow move conference deal.,Subscriptions,4215.15
2024-03-30,Course glass because threat like.,Transportation,3265.3
2024-02-06,President end machine fear ability.,Billbox,2209.82
2024-03-01,Have fish decide.,Subscriptions,3045.11
2024-03-05,Too often camera hit someone.,Food,70.72
2022-07-15,Inside responsibility car sort.,Food,388.13
2023-07-24,Nation note risk change report final.,Transportation,2248.68
2024-01-17,Office none open economic arm.,Shopping,4746.77
2022-11-18,Congress town baby.,Subscriptions,4547.21
2022-06-08,West though fly section.,Entertainment,4402.34
2023-03-14,Source trip political.,Subscriptions,1811.36
2023-12-13,Court cell whether ready measure.,Personal Care,1577.84
2024-01-02,Attention play president produce.,Shopping,866.4
2023-08-14,Everyone medical kind.,Entertainment,3415.97
2023-03-28,Be situation her interesting middle.,Personal Care,3038.75
2024-01-20,Charge kid old least picture indicate.,Transportation,3155.6
2023-09-09,Mind store last address economy six.,Shopping,185.63
2023-02-08,Read above bag thought color.,Transportation,437.4
2023-07-14,Require state late development.,Entertainment,2989.86
2022-06-02,Forward maintain may.,Other,2741.5
2022-09-26,Exactly executive play special serve.,Other,2568.48
2023-03-19,Various guess financial usually fish whatever.,Subscriptions,1646.17
2024-01-23,Medical marriage new across large.,Other,1810.61
2024-04-12,Close when majority.,Entertainment,1208.09
2022-12-01,Success offer behind student phone.,Shopping,4339.51
2023-03-29,Bad ball nor compare moment bill.,Subscriptions,3008.34
2023-02-18,Drive smile mention check student.,Other,1421.09
2022-09-14,Myself else room right.,Subscriptions,1118.77
2023-08-30,Picture claim trip recognize reveal new.,Food,4261.5
2022-08-27,Go middle thousand voice rise.,Food,1539.86
2023-07-25,Assume difference according hotel.,Billbox,475.83
2023-01-07,Moment learn meeting Mr.,Shopping,3461.69
2022-09-20,Foot wish career.,Billbox,3670.45
2022-09-28,Population resource civil.,Billbox,3018.26
2022-12-16,Child return bit deal.,Transportation,629.12
2023-01-05,Sea feel time hand.,Personal Care,424.22
2024-01-17,Young author former be.,Subscriptions,245.6
2023-05-13,Success operation enter course test.,Billbox,3019.65
2022-07-02,Along wonder remember.,Utilities,45.75
2022-12-27,Early media social sit.,Subscriptions,3902.22
2022-09-07,Star soon somebody reduce else.,Billbox,3460.12
2023-08-14,Even spring sea.,Other,3849.69
2023-02-26,Build spend general identify care know.,Utilities,228.45
2022-07-17,Word beat imagine job kind agree.,Food,647.83
2022-07-03,Election prevent discover increase yourself yeah.,Transportation,430.52
2024-04-08,Information fill against.,Transportation,3567.52
2023-05-21,Hold attention let dinner improve meet.,Billbox,4049.02
2023-06-28,Economy whole strong.,Personal Care,1604.67
2022-12-22,Fill campaign apply cost along case.,Food,3489.46
2022-10-30,Election about establish sure.,Shopping,171.27
2022-10-11,Remain never another evening start building.,Shopping,2294.76
2023-03-14,Entire manage organization support girl tell.,Subscriptions,3353.47
2023-02-22,Discuss movement old understand rock watch.,Food,866.14
2024-04-28,Rise those by special parent.,Entertainment,2130.03
2023-04-27,Like only young class around.,Entertainment,698.93
2022-06-15,Hope politics watch news.,Other,1873.95
2023-06-24,Something technology so benefit.,Shopping,2171.43
2023-05-09,Environment form black agreement security.,Billbox,2815.67
2023-05-22,Full claim enough.,Other,3807.34
2023-12-09,Health key art.,Other,1591.53
2023-10-03,Specific teacher standard bit pressure.,Other,2495.57
2022-08-04,Name degree dinner.,Billbox,4228.33
2023-04-19,Resource share out himself travel.,Transportation,1212.48
2023-09-12,Result career city week officer recently.,Transportation,3891.51
2024-03-11,Hope trial sure why like bad.,Entertainment,2727.74
2022-08-24,Anyone old letter practice her chair live.,Entertainment,3176.99
2022-06-24,Today available myself study.,Entertainment,3133.6
2023-09-11,Simply thing feeling tax majority save.,Utilities,3967.05
2023-10-26,Important report country.,Food,1532.16
2023-07-21,Tv though religious.,Entertainment,4515.97
2023-01-21,Hotel nation project.,Other,2341.84
2023-01-13,Late admit purpose change economic.,Food,2203.54
2023-08-08,Unit service bank gas thought.,Shopping,1467.49
2023-07-31,Bed start recent analysis.,Food,2653.56
2023-07-15,Thousand seven none.,Utilities,1652.58
2023-02-22,Baby skin car beyond law their.,Utilities,126.54
2023-11-11,Itself Mr our.,Entertainment,363.48
2022-07-04,Laugh manage dinner let simply herself.,Entertainment,3024.02
2023-12-25,Nice themselves business.,Other,3744.62
2024-01-31,Fight know region tend his all.,Subscriptions,2135.77
2022-07-30,Service point fine model decade interest.,Entertainment,2416.41
2022-06-24,Down nearly three little almost big.,Billbox,1952.69
2023-08-21,Her way back those threat nothing.,Transportation,1248.72
2023-08-03,Detail traditional travel out make.,Entertainment,72.69
2023-05-13,Understand fall cut.,Billbox,963.96
2023-11-17,Bring high once measure though.,Subscriptions,4997.18
2022-10-25,Matter customer enter store could.,Utilities,924.2
2023-07-29,Six enter source term low.,Billbox,2583.0
2022-12-14,Size benefit question quality number.,Billbox,3822.87
2024-02-10,Receive show fire smile stop.,Shopping,1811.89
2022-10-18,They voice probably project see.,Other,2525.23
2023-08-08,Federal wait social final.,Other,1222.79
2023-08-27,Car economic leg upon organization.,Entertainment,2053.23
2023-07-28,Spring tax spring economy environmental cultural.,Utilities,1912.65
2023-05-01,Certain next pass.,Personal Care,3245.02
2023-11-08,Woman explain four wear specific believe.,Other,1163.04
2022-07-28,Respond theory mean majority born.,Other,2908.01
2023-09-15,Hand various see a loss long.,Personal Care,4961.62
2024-01-11,Cell money soon.,Personal Care,2860.53
2022-11-25,Rest small message back source policy.,Shopping,2870.65
2024-02-06,So person high.,Transportation,1517.76
2022-05-18,Organization radio benefit purpose issue help.,Subscriptions,1970.45
2024-02-20,Operation all service thank.,Billbox,4504.86
2022-07-14,Project almost performance game what east.,Transportation,2157.12
2022-06-06,Interesting key window.,Other,3818.88
2022-11-02,Arm threat throughout challenge.,Personal Care,240.26
2022-11-25,Rather chair think everybody cold.,Food,4683.18
2023-12-09,Ask party woman he of task.,Personal Care,1058.24
2024-04-12,Heart result that scene just recent.,Other,747.82
2023-09-27,Who source anyone.,Food,4247.97
2024-02-16,Project nearly able wife senior director.,Transportation,1066.98
2022-10-24,Reflect young shoulder daughter mean.,Utilities,2806.08
2023-10-31,For per west.,Subscriptions,4506.79
2023-07-13,Fly threat physical billion specific.,Personal Care,2121.65
2024-04-30,If major ten write spend traditional.,Entertainment,2407.95
2023-04-29,Born these rich amount your.,Subscriptions,1271.1
2023-06-08,Manager his whose six individual safe.,Shopping,1409.47
2023-02-13,Project him book bill its allow.,Food,2696.08
2022-06-16,Think upon morning speech discuss.,Other,3748.47
2022-05-06,Music floor property from.,Subscriptions,4663.39
2024-03-16,Itself evidence deep my.,Shopping,4733.96
2023-03-20,Population strong stay rate speak.,Entertainment,4734.68
2022-05-22,Whom as letter.,Other,1206.91
2024-02-05,Walk quality next station capital.,Food,3356.16
2023-10-03,Unit identify forget other admit cut.,Utilities,627.78
2023-10-03,Push story film.,Shopping,1806.83
2023-02-24,Money take everything.,Personal Care,2948.52
2022-05-27,Allow sport imagine lead.,Utilities,4990.44
2022-09-06,Fine wall development technology fish reflect.,Entertainment,3030.53
2023-01-15,Computer popular wife.,Subscriptions,4594.05
2022-08-31,Team teacher ready person.,Shopping,3348.69
2024-04-03,There rich out network.,Food,288.59
2022-09-16,Media avoid health oil town.,Food,4987.22
2022-10-02,Hour audience age center.,Billbox,4613.5
2023-11-28,South drug sure effect.,Entertainment,96.78
2023-01-23,Economy bit others friend.,Utilities,1740.18
2022-06-10,Hand southern or.,Other,3430.59
2023-10-21,Start economy serious break.,Billbox,707.85
2022-11-09,Edge present structure treat.,Billbox,354.04
2023-08-23,Practice policy marriage mind back provide.,Other,828.32
2022-11-02,Design line thing.,Other,2178.04
2023-07-04,Friend later minute.,Utilities,1558.57
2022-05-17,Vote peace doctor.,Entertainment,4109.32
2024-02-25,Believe same big game several into court.,Subscriptions,3042.6
2023-08-05,Road investment pressure heart as mission.,Transportation,2814.96
2024-04-28,Man call water there forget thousand.,Billbox,1270.68
2022-11-06,Difference yet husband.,Entertainment,998.08
2023-08-10,International near quite.,Shopping,2918.57
2022-10-02,Alone her parent.,Transportation,312.42
2023-01-26,Far across property.,Utilities,4151.13
2023-10-08,House decide guess.,Subscriptions,4972.27
2023-06-17,State employee follow.,Entertainment,4261.74
2023-11-04,Right mean game medical best finish.,Entertainment,819.73
2022-05-19,Senior tend order system.,Personal Care,3052.15
2022-08-12,Eat its physical together serious.,Food,4688.8
2023-12-12,Tax so beautiful follow.,Personal Care,775.8
2023-12-20,President produce summer.,Subscriptions,582.79
2023-04-16,White our person hand star generation.,Entertainment,4694.72
2023-09-14,Threat language pass a.,Shopping,2777.07
2023-02-13,Chance benefit main current from line.,Personal Care,4937.91
2023-08-03,Range data national quality.,Billbox,1737.08
2023-07-27,Test admit officer now term big.,Other,4354.51
2022-06-15,Like president cover strategy.,Food,4281.1
2023-07-06,Law boy agreement represent open.,Other,1302.98
2022-10-23,Big parent hair.,Shopping,3540.13
2023-01-26,Son this hope.,Other,2610.76
2022-07-12,Budget these reality affect rate.,Billbox,4408.49
2023-03-01,View simple run.,Other,3367.14
2023-06-22,All candidate whether difference cultural fly.,Shopping,2074.46
2023-05-20,Black author you cost.,Personal Care,4758.22
2023-06-23,Teach arm major water financial sing.,Entertainment,4068.93
2022-12-27,Time lay audience back book while.,Subscriptions,185.46
2022-10-23,Inside another write go particularly couple.,Food,3315.89
2022-08-26,Catch energy current time shoulder live.,Shopping,1543.9
2022-08-26,Statement professor who.,Other,3174.67
2024-03-06,Husband break your kitchen.,Food,1724.96
2024-01-08,Back ability always attention than traditional.,Billbox,930.59
2023-01-03,Interesting claim their full.,Transportation,2126.01
2023-05-30,Cause plan remember stuff.,Entertainment,669.71
2022-08-20,Population special surface develop conference sign.,Subscriptions,727.79
2024-02-06,Price dog south sense identify pick.,Subscriptions,3761.92
2022-06-27,Still help accept rate past child.,Shopping,4039.15
2022-10-24,Scientist military office.,Transportation,882.28
2023-12-11,General significant allow.,Food,3518.71
2024-04-04,Career have media.,Entertainment,2495.52
2023-06-13,Expect now never computer.,Personal Care,4381.07
2024-01-09,Concern meet alone population.,Food,1188.83
2023-08-24,Right upon executive.,Other,1914.4
2023-04-03,Why place wait actually.,Food,4388.81
2022-09-30,Decision think ask.,Entertainment,4419.37
2022-10-08,Laugh discuss message with hope.,Entertainment,1653.11
2023-10-09,Talk discussion several board recently.,Food,3211.98
2023-10-31,Simple full owner quickly organization.,Transportation,124.83
2024-01-05,Song success child hundred.,Other,4881.52
2023-01-26,Skill question Republican again chair.,Transportation,258.24
2024-04-05,Mrs wait network.,Personal Care,4568.98
2023-11-07,Sound per interview stay together garden.,Transportation,4711.77
2022-10-22,Local marriage choice.,Subscriptions,3923.97
2023-06-18,Dream production across ahead PM executive test.,Personal Care,3906.73
2022-12-25,Rise executive option mention.,Personal Care,3175.66
2024-04-07,Drive take film instead several.,Other,1196.64
2023-07-20,But open daughter wide.,Billbox,117.68
2024-02-03,Speak news either sit interesting shake.,Personal Care,4675.63
2023-10-11,Pm technology system remain stage care.,Personal Care,4347.31
2023-11-18,Kid city of throughout kitchen six.,Entertainment,1221.85
2023-06-17,Lawyer former left reveal home finish.,Entertainment,4918.77
2023-03-17,Film close movie fund nation site.,Subscriptions,1175.43
2023-11-12,Live executive hair.,Transportation,4367.21
2023-03-26,Skill day court.,Entertainment,1692.69
2023-06-25,Watch college place service firm last.,Food,864.01
2023-02-11,It certain itself should pretty what.,Subscriptions,189.59
2024-02-15,Past able reflect.,Billbox,1916.9
2023-10-14,Skill increase still Congress financial.,Subscriptions,45.27
2022-08-22,Cut dog score.,Shopping,2351.44
2023-05-04,Whole true fast mission Republican front.,Entertainment,3979.0
2023-01-22,House charge measure through.,Utilities,1694.39
2023-09-16,Clearly pay because magazine prove himself.,Shopping,4293.24
2023-09-19,Our smile decide purpose.,Transportation,1191.54
2022-07-11,General ok bill visit.,Subscriptions,2596.57
2023-12-28,Body fact travel among thank.,Food,1172.44
2022-09-22,Discussion society wrong machine.,Transportation,449.45
2022-10-22,Job toward address far deep.,Utilities,1980.48
2022-06-19,Truth serve surface.,Entertainment,2507.2
2024-03-01,Debate throw pick second picture.,Shopping,255.54
2023-03-27,Town two fall Mr so.,Transportation,2973.12
2023-09-03,Information still office finally institution.,Shopping,4956.53
2023-02-07,Ever west particularly firm movement.,Transportation,4486.53
2023-07-31,Ahead little strong.,Subscriptions,1566.77
2024-03-17,Job for strong open.,Utilities,4826.44
2023-06-25,Cold say church probably research figure.,Subscriptions,4553.01
2022-07-16,Open professor science.,Food,28.57
2022-11-25,Speak century hotel condition.,Utilities,1566.64
2023-06-08,Building kid although air street alone.,Food,3196.46
2023-12-08,Hundred process require eat.,Entertainment,4262.57
2022-10-05,Present career several eight his.,Transportation,523.77
2022-12-31,Never actually it.,Entertainment,3792.91
2022-12-21,House less truth choice hope.,Transportation,168.16
2022-06-16,Read keep once method more.,Subscriptions,1212.81
2022-12-01,Home laugh upon director.,Utilities,664.02
2024-02-06,Traditional case consider.,Subscriptions,4147.02
2023-03-21,Cell pretty nothing set cause.,Other,2039.0
2022-08-26,Truth test forward wonder attention.,Entertainment,2517.25
2023-01-10,Peace face other hot cost.,Shopping,3674.17
2022-11-21,Current should seem life world president.,Food,4410.96
2023-05-16,Yourself spend pick story society force.,Shopping,3281.13
2024-02-08,Season number soon consumer.,Transportation,3997.11
2024-04-23,Beautiful today institution skill next.,Food,3022.58
2023-11-06,Show team garden second security newspaper.,Entertainment,406.18
2022-09-27,Each local measure.,Shopping,3554.67
2024-03-11,Could positive compare western.,Other,327.94
2022-10-12,Particularly truth there.,Other,3361.34
2022-07-10,People test help.,Shopping,4361.68
2023-10-14,These prevent although laugh program.,Entertainment,2338.66
2022-10-20,Try address vote.,Shopping,4925.49
2023-12-21,Out century institution perhaps company.,Personal Care,2316.77
2023-08-26,Nice boy make.,Utilities,2333.52
2024-01-08,Break environment above walk shoulder reveal.,Transportation,1609.78
2022-05-15,All garden direction stuff real management.,Other,2220.57
2024-03-31,American success their well.,Billbox,4314.76
2022-09-05,Trade we order worker place.,Utilities,2969.08
2022-06-22,Tv population sport population customer.,Shopping,2114.14
2023-06-13,Enter involve focus help other weight.,Personal Care,3379.26
2022-07-03,Kitchen cultural offer because range.,Utilities,1702.53
2022-10-26,Course value shake.,Entertainment,1086.76
2024-03-04,Past if television difficult realize.,Food,4831.7
2023-09-26,Each hope news lawyer brother board.,Other,2865.95
2022-05-13,Maintain build moment.,Billbox,2981.21
2024-01-05,Here animal western.,Utilities,2943.18
2022-05-28,Here despite hit represent customer worry.,Transportation,119.01
2022-12-22,Glass quite worker painting floor listen.,Other,3487.85
2022-07-05,In security learn wait pass baby.,Entertainment,4850.2
2022-11-09,Before federal piece.,Personal Care,4876.33
2022-06-22,Simply political class time sister decide.,Shopping,1448.49
2024-04-26,Camera memory real.,Transportation,4696.56
2023-12-20,Toward interview list work box.,Shopping,3726.57
2023-11-24,Take through manager series example.,Utilities,730.87
2023-03-19,Painting best tax happen purpose.,Subscriptions,3424.69
2022-08-09,Week another stand management feeling.,Subscriptions,4040.22
2024-03-28,Outside force century.,Shopping,2396.82
2023-09-24,After later sound.,Billbox,4286.99
2022-09-26,Game similar region TV.,Entertainment,2715.46
2023-03-13,Bill add follow be.,Subscriptions,2379.61
2023-06-30,Effect tree decision peace.,Transportation,1747.58
2024-02-14,Only church science.,Personal Care,1856.35
2024-01-13,Break call sport sign.,Entertainment,2992.32
2022-12-24,Use believe region toward.,Entertainment,234.59
2022-09-23,Indeed guy join.,Subscriptions,130.16
2023-04-05,Leave defense at mother.,Utilities,4913.81
2022-06-08,Success land particular court tend.,Utilities,452.02
2023-04-15,Position lawyer forward provide personal mother window.,Billbox,758.27
2022-06-04,Why pressure talk same.,Other,4703.91
2023-11-08,Recently other PM.,Other,4095.45
2023-09-14,Soldier space certainly affect goal clearly.,Other,4535.03
2023-12-18,Little live though.,Billbox,2802.23
2023-06-23,Report candidate research young.,Utilities,2359.09
2024-02-17,Your born event.,Other,335.74
2022-06-14,Foreign plan then and social.,Transportation,3978.6
2023-01-29,Field plant room meet.,Utilities,4558.68
2024-01-28,Owner debate else indeed activity education.,Personal Care,38.68
2022-07-04,Party policy hour south.,Subscriptions,4704.76
2023-12-16,Operation generation already.,Utilities,4278.03
2023-12-11,Apply he risk respond adult continue.,Billbox,3021.22
2022-08-06,Feeling score up case.,Shopping,1266.85
2022-06-22,Remain light voice whether.,Entertainment,1000.57
2023-04-07,Long home material player various.,Billbox,2385.66
2022-05-29,Direction try policy.,Billbox,4101.52
2023-12-24,Station receive mention sign ready.,Transportation,1247.42
2022-09-05,Great send car response.,Food,1399.54
2023-03-08,Go think head collection fear.,Subscriptions,530.07
2022-07-13,Believe computer develop brother region.,Personal Care,3217.13
2023-12-06,Ready play clearly.,Shopping,3143.88
2022-07-19,Life popular house west actually.,Subscriptions,598.27
2022-09-26,Scientist trial career message create.,Shopping,2647.67
2023-11-29,Article around cold.,Shopping,4128.54
2022-09-08,Seem car employee any wind.,Utilities,650.8
2022-10-29,Beautiful another should field attorney win action.,Entertainment,4660.21
2023-01-26,Station our through.,Personal Care,2811.26
2022-09-22,Night land than read.,Subscriptions,3023.46
2022-10-27,Process exist which recent.,Utilities,3070.49
2023-12-08,Administration hit see table.,Billbox,3873.13
2024-03-25,Plan owner unit.,Utilities,4340.06
2022-10-04,Tv firm analysis mention decade teach.,Billbox,1189.51
2023-10-27,Able any dinner almost gun religious.,Entertainment,3696.34
2023-07-17,Seek site campaign.,Personal Care,1324.04
2022-06-07,Popular area mean us describe situation.,Billbox,4056.24
2022-06-04,Enough woman determine way me.,Shopping,3769.59
2024-05-03,Issue have show month.,Personal Care,4773.01
2023-06-07,Idea save ten civil.,Food,594.08
2022-11-12,Market north establish explain.,Food,2863.76
2023-12-02,Former him production medical couple difficult.,Shopping,3371.67
2023-03-22,Ok second walk become international.,Billbox,2394.95
2024-05-05,Good prevent fact night several art.,Food,3831.62
2023-07-24,Evening story check represent.,Utilities,1156.48
2023-05-22,Pattern hospital information.,Shopping,4323.69
2024-03-02,Rather article beautiful make debate.,Shopping,767.13
2023-09-20,Account central leg third war.,Transportation,2346.35
2022-06-29,Since know story.,Subscriptions,1192.71
2023-08-31,Information look kind entire thus difficult.,Shopping,504.14
2024-01-26,Part information central up decide democratic TV.,Billbox,694.85
2023-07-21,Marriage natural hit fear.,Entertainment,4499.45
2022-09-03,Think study fund raise quality under.,Subscriptions,429.85
2024-02-12,Born future foreign least professor we.,Other,2997.05
2022-09-18,Mission discussion religious.,Shopping,1735.78
2024-04-23,Carry treat strategy others.,Other,3031.76
2022-11-20,Capital commercial else response rate.,Billbox,3701.13
2022-08-02,Soon lead poor language story.,Transportation,366.14
2022-11-08,Nothing heavy gun return billion.,Food,3500.95
2023-07-19,Entire red network political wife.,Billbox,4513.29
2022-12-18,Enough tough woman husband.,Other,676.71
2022-10-16,Mission economy hot.,Entertainment,4609.02
2024-02-03,Allow dinner main land would anyone long.,Subscriptions,4742.81
2022-07-09,Production rate green item describe item.,Billbox,2032.79
2023-04-02,Indeed exactly here item if magazine.,Entertainment,3653.67
2024-04-02,Risk traditional bring accept hard rich.,Food,733.46
2022-07-25,Large lay center.,Transportation,4647.89
2023-10-17,Visit culture recent president military.,Transportation,2965.9
2024-02-25,Else person wide.,Other,3536.05
2022-12-12,Particular avoid assume also anything husband.,Personal Care,1444.41
2024-03-09,City first because forward threat.,Shopping,1229.76
2022-05-28,Go trade avoid painting push.,Entertainment,594.56
2023-04-24,Tend happen daughter watch present.,Shopping,481.26
2023-10-11,Teacher trade herself interest.,Subscriptions,2997.7
2023-07-21,Magazine sea fire three.,Billbox,3954.85
2023-11-03,College bill current relationship today.,Subscriptions,2767.34
2023-03-08,In message key smile.,Transportation,3749.65
2022-06-21,Notice thus coach current.,Personal Care,2396.69
2023-05-21,Accept thus try yeah history.,Transportation,739.81
2022-06-11,Sound senior occur truth produce unit.,Personal Care,1388.61
2022-12-20,Teacher oil trip decade try close.,Subscriptions,2712.12
2022-11-30,Room away social service toward.,Billbox,4770.91
2022-11-16,I beautiful attorney lawyer.,Food,1220.44
2022-09-25,Media one represent.,Entertainment,28.65
2022-08-21,Decade deep discussion cut argue.,Subscriptions,1324.7
2023-11-26,Information value especially test.,Transportation,1879.92
2023-08-09,Ball yourself grow than.,Transportation,3136.92
2024-04-04,Technology budget leave single how.,Personal Care,56.56
2022-07-20,Tough reduce free.,Food,4270.64
2023-10-21,Player well skill pay city example.,Transportation,4800.73
2023-04-17,So commercial owner.,Other,2378.88
2023-02-02,According morning address friend.,Shopping,3319.26
2023-12-19,Lead seven six when consumer seven.,Shopping,435.33
2022-07-23,Analysis property business.,Entertainment,640.76
2024-02-03,Forward light hair.,Shopping,1492.46
2023-12-02,Point interview new picture.,Subscriptions,247.26
2022-07-27,Really eight power law.,Subscriptions,3783.81
2023-07-11,Together receive news goal place.,Personal Care,4700.26
2022-12-10,Hotel case surface ability education thousand.,Entertainment,3432.61
2022-07-26,Job help dinner campaign many.,Food,503.58
2022-12-06,It that follow hope may least.,Transportation,3189.57
2024-01-22,Subject behind station modern.,Utilities,2981.71
2023-01-11,Up smile center middle perform.,Billbox,1484.63
2024-03-04,Bit good show model sell pretty.,Utilities,4761.82
2023-01-06,Nothing important another.,Shopping,1867.58
2022-07-10,Threat level skill later word indicate.,Shopping,2228.09
2022-12-09,Line performance yourself.,Subscriptions,4029.85
2024-01-28,Ten computer contain debate yet.,Food,4538.43
2023-12-26,Doctor bit summer whatever start yard.,Shopping,4657.85
2023-05-05,Less term same rate.,Personal Care,3134.05
2023-03-01,Almost model threat administration allow mission.,Other,308.33
2022-11-15,Seem industry their unit also military.,Food,1893.44
2023-01-11,College something hot story PM.,Transportation,1435.06
2022-12-21,Alone her store Republican we.,Entertainment,1312.8
2024-04-24,Of summer positive.,Shopping,4713.46
2023-08-15,This company out.,Personal Care,879.49
2022-10-09,Both present prevent.,Utilities,4594.63
2022-10-16,Type sport outside wall sport son.,Transportation,427.04
2024-01-28,Image more act.,Billbox,4430.98
2022-11-28,Quite deep like moment put serve.,Utilities,3973.05
2022-11-26,Us machine still.,Utilities,4162.12
2023-06-16,Arrive Mrs page as meet structure.,Shopping,3693.22
2022-07-01,Both movement standard.,Utilities,3132.01
2022-07-10,Say leader yeah travel hospital late.,Transportation,3556.4
2022-06-15,Enough civil head treat.,Food,3165.42
2022-10-04,Administration agent nation rise.,Entertainment,2568.84
2024-02-26,Item may few response after moment.,Utilities,3745.06
2023-06-08,Almost they industry.,Utilities,4900.01
2022-11-01,Enough laugh service decision section pass prepare.,Food,3450.09
2023-01-25,Do begin step.,Billbox,3802.38
2024-02-15,Argue meeting skill it item.,Other,1207.61
2023-03-30,Center suffer public western quickly big.,Food,4832.03
2024-01-11,Chair turn investment what.,Transportation,2793.4
2023-06-18,Interview account fear instead cause.,Other,3725.15
2023-12-02,Piece current station decide performance exactly.,Billbox,4318.59
2024-01-24,Enjoy eight support trip.,Personal Care,1774.08
2022-11-07,Many blue entire article.,Subscriptions,2876.09
2023-07-12,Dark paper experience of.,Shopping,4715.94
2024-04-18,Accept than institution.,Shopping,3266.7
2022-06-05,Seem give year.,Shopping,1903.28
2022-12-23,Road item husband current know.,Entertainment,2340.65
2023-07-13,Maintain medical gun former through.,Subscriptions,1898.96
2023-11-14,Tough can believe so.,Personal Care,4334.33
2023-02-28,Performance then it fish impact.,Entertainment,3279.66
2024-01-06,Claim today TV pick little.,Entertainment,1293.39
2023-09-12,Program building evidence race.,Food,4782.28
2023-11-14,Less quality year.,Billbox,4594.56
2022-09-11,Charge around newspaper hear leader practice everything.,Utilities,4348.22
2024-01-22,Finish kid space American threat.,Entertainment,2292.79
2022-06-06,Agency customer new young.,Transportation,4491.42
2022-06-26,Throw entire article million exist respond.,Food,4808.42
2023-02-20,Top source structure eat Congress tell.,Utilities,352.12
2023-05-11,Contain style contain.,Utilities,2181.89
2023-01-28,Employee billion this.,Transportation,636.71
2024-01-08,Collection could instead.,Personal Care,4436.6
2024-02-18,Former modern adult material want board.,Food,3810.86
2022-10-26,Meeting quite street discover husband.,Other,1850.88
2023-12-26,Beautiful fear provide then prevent receive.,Food,2128.95
2022-11-13,Stop pick amount.,Subscriptions,3265.45
